鼻子,右眼,左眼,右耳,左耳,右肩,左肩,右肘,左肘,右手,左手,右胯,左胯,右膝盖,左膝盖,右脚踝,左脚踝
"[832.6541748046875, 424.9417724609375]","[839.0573120117188, 418.5386962890625]","[819.8479614257812, 386.5230712890625]","[864.6697387695312, 444.151123046875]","[871.0728759765625, 431.34490966796875]","[819.8479614257812, 508.18231201171875]","[883.8790893554688, 527.3916625976562]","[723.8012084960938, 392.92620849609375]","[851.863525390625, 405.732421875]","[717.3980712890625, 245.65451049804688]","[851.863525390625, 303.2825927734375]","[768.6229858398438, 789.9194946289062]","[832.6541748046875, 789.9194946289062]","[730.2042846679688, 982.0128784179688]","[819.8479614257812, 1014.0285034179688]","[720.5996704101562, 1068.454833984375]","[810.2432861328125, 1068.454833984375]"
"[833.2800903320312, 413.95025634765625]","[846.0514526367188, 407.5645751953125]","[826.8944702148438, 388.40753173828125]","[865.2085571289062, 439.49298095703125]","[884.3655395507812, 433.1072998046875]","[820.5087280273438, 496.96417236328125]","[890.7512817382812, 522.5068969726562]","[724.7234497070312, 394.793212890625]","[858.8228149414062, 407.5645751953125]","[718.3377685546875, 241.53675842285156]","[858.8228149414062, 299.0079345703125]","[763.0375366210938, 777.9342651367188]","[833.2800903320312, 784.3199462890625]","[731.1091918945312, 995.0474853515625]","[814.123046875, 1007.8189086914062]","[721.5305786132812, 1068.4827880859375]","[810.9302368164062, 1068.4827880859375]"
"[836.2366333007812, 412.178955078125]","[849.0420532226562, 405.7762451171875]","[829.8339233398438, 386.5681457519531]","[874.6528930664062, 431.3870544433594]","[887.4581909179688, 431.3870544433594]","[829.8339233398438, 495.4140625]","[893.8609619140625, 514.6221313476562]","[727.3907470703125, 399.37353515625]","[861.8474731445312, 405.7762451171875]","[720.988037109375, 239.30601501464844]","[855.4447631835938, 303.3330383300781]","[765.8069458007812, 783.5355224609375]","[823.4312133789062, 783.5355224609375]","[727.3907470703125, 1026.838134765625]","[817.0285034179688, 1026.838134765625]","[724.1893920898438, 1068.45556640625]","[813.8272094726562, 1068.45556640625]"
"[838.2589721679688, 398.683837890625]","[851.0773315429688, 392.27459716796875]","[831.8497924804688, 385.86541748046875]","[876.7141723632812, 417.911376953125]","[883.1233520507812, 424.32061767578125]","[838.2589721679688, 494.82177734375]","[889.5325317382812, 501.23101806640625]","[722.893310546875, 398.683837890625]","[857.4865112304688, 392.27459716796875]","[716.4840698242188, 238.45375061035156]","[857.4865112304688, 308.9549865722656]","[767.7577514648438, 783.23583984375]","[819.0313110351562, 783.23583984375]","[722.893310546875, 1013.9669799804688]","[799.8037719726562, 1020.3762817382812]","[726.0979614257812, 1068.4451904296875]","[828.6450805664062, 1068.4451904296875]"
"[838.9990844726562, 387.00250244140625]","[845.3977661132812, 374.20513916015625]","[807.0056762695312, 367.80645751953125]","[877.3911743164062, 412.59722900390625]","[890.1885375976562, 425.39459228515625]","[845.3977661132812, 489.38140869140625]","[896.5872192382812, 489.38140869140625]","[723.8228149414062, 393.40118408203125]","[864.5938110351562, 393.40118408203125]","[717.4241333007812, 239.832763671875]","[858.1951293945312, 310.2182922363281]","[768.6135864257812, 764.5247802734375]","[819.8030395507812, 770.9234619140625]","[711.0254516601562, 1001.2759399414062]","[787.8096313476562, 988.4785766601562]","[720.6234741210938, 1068.4619140625]","[934.9793090820312, 1033.2691650390625]"
"[838.8368530273438, 380.1225891113281]","[851.7615356445312, 367.19793701171875]","[864.6861572265625, 354.2733154296875]","[877.6107788085938, 405.971923828125]","[909.9224243164062, 418.89654541015625]","[851.7615356445312, 477.0575256347656]","[903.4600830078125, 483.5198059082031]","[722.5149536132812, 399.50958251953125]","[864.6861572265625, 386.5849304199219]","[716.0526733398438, 237.95140075683594]","[858.2238159179688, 309.0370178222656]","[767.7512817382812, 729.0881958007812]","[825.9121704101562, 729.0881958007812]","[722.5149536132812, 877.7216186523438]","[806.5252075195312, 903.5709838867188]","[716.0526733398438, 1019.8927612304688]","[806.5252075195312, 1039.27978515625]"
"[835.8612670898438, 387.3401794433594]","[848.65234375, 368.15350341796875]","[810.2789916992188, 368.15350341796875]","[880.630126953125, 393.7357482910156]","[893.4212036132812, 400.1313171386719]","[861.4434204101562, 470.482421875]","[899.8168334960938, 476.87799072265625]","[720.7411499023438, 393.7357482910156]","[842.2567749023438, 419.3179931640625]","[720.7411499023438, 240.24232482910156]","[855.0479125976562, 310.593505859375]","[771.9057006835938, 719.9091796875]","[829.4656372070312, 726.3047485351562]","[714.3456420898438, 988.5226440429688]","[778.3012084960938, 956.5447998046875]","[887.0256958007812, 1033.2913818359375]","[925.3991088867188, 1026.8958740234375]"
"[842.82763671875, 384.9346923828125]","[855.5455932617188, 359.4987487792969]","[836.4686279296875, 340.42181396484375]","[887.3405151367188, 384.9346923828125]","[906.41748046875, 372.21673583984375]","[868.2636108398438, 467.60150146484375]","[912.7764892578125, 467.60150146484375]","[722.0068969726562, 397.65264892578125]","[842.82763671875, 416.7296447753906]","[722.0068969726562, 245.03700256347656]","[861.9046020507812, 302.26788330078125]","[772.8787841796875, 728.3198852539062]","[836.4686279296875, 728.3198852539062]","[715.6478881835938, 982.6793212890625]","[785.5967407226562, 938.1664428710938]","[893.6995239257812, 1020.833251953125]","[925.4944458007812, 1020.833251953125]"
"[845.0492553710938, 367.45526123046875]","[857.7387084960938, 348.4210510253906]","[838.7045288085938, 335.7315979003906]","[889.46240234375, 380.1447448730469]","[902.15185546875, 373.79998779296875]","[870.4281616210938, 456.28155517578125]","[908.49658203125, 456.28155517578125]","[724.499267578125, 399.178955078125]","[730.8440551757812, 411.868408203125]","[718.154541015625, 240.56053161621094]","[857.7387084960938, 304.0079040527344]","[775.2571411132812, 716.4157104492188]","[832.3598022460938, 722.7604370117188]","[718.154541015625, 982.8944702148438]","[787.9466552734375, 944.8261108398438]","[895.80712890625, 1008.2733764648438]","[927.5308227539062, 1020.9629516601562]"
"[852.341064453125, 358.72259521484375]","[865.07275390625, 345.99090576171875]","[839.6093139648438, 339.62506103515625]","[896.9020385742188, 371.45428466796875]","[909.6337280273438, 365.08843994140625]","[871.4385375976562, 447.844482421875]","[915.99951171875, 454.2103271484375]","[725.0241088867188, 396.91766357421875]","[731.3899536132812, 409.6494140625]","[725.0241088867188, 237.77146911621094]","[858.7068481445312, 301.42999267578125]","[775.9508666992188, 715.2100830078125]","[839.6093139648438, 708.84423828125]","[718.6582641601562, 957.1122436523438]","[788.6825561523438, 938.0147094726562]","[890.5361328125, 1008.0390014648438]","[928.731201171875, 1020.770751953125]"
"[859.3806762695312, 347.62066650390625]","[865.7323608398438, 341.26898193359375]","[865.7323608398438, 341.26898193359375]","[897.4907836914062, 360.32403564453125]","[897.4907836914062, 347.62066650390625]","[878.4357299804688, 442.8959655761719]","[916.5458374023438, 442.8959655761719]","[725.9951782226562, 392.0824890136719]","[891.1390991210938, 366.67572021484375]","[719.6434936523438, 239.64193725585938]","[865.7323608398438, 303.1588439941406]","[776.8087158203125, 709.6669311523438]","[827.6222534179688, 709.6669311523438]","[725.9951782226562, 925.6243286132812]","[789.5120849609375, 912.9208374023438]","[910.1941528320312, 1001.8445434570312]","[922.8975219726562, 1008.1962280273438]"
"[865.2526245117188, 340.35662841796875]","[871.6122436523438, 333.9970703125]","[865.2526245117188, 321.2779541015625]","[897.0504150390625, 353.07568359375]","[903.4099731445312, 346.71612548828125]","[871.6122436523438, 435.74981689453125]","[922.4885864257812, 435.74981689453125]","[725.3426513671875, 391.23297119140625]","[903.4099731445312, 359.43524169921875]","[718.9830932617188, 244.96336364746094]","[865.2526245117188, 302.19927978515625]","[776.2190551757812, 696.4912109375]","[833.4549560546875, 696.4912109375]","[725.3426513671875, 893.6371459960938]","[795.2976684570312, 899.9967041015625]","[890.6908569335938, 1001.7494506835938]","[909.7694702148438, 1008.1090087890625]"
"[861.6437377929688, 337.89178466796875]","[868.0245971679688, 325.1302490234375]","[868.0245971679688, 318.74945068359375]","[899.9284057617188, 344.2725830078125]","[919.0707397460938, 350.6533203125]","[874.4053344726562, 427.22265625]","[925.4514770507812, 433.60345458984375]","[727.6473999023438, 388.93798828125]","[893.5476684570312, 357.03411865234375]","[727.6473999023438, 242.18011474609375]","[868.0245971679688, 299.60711669921875]","[772.3129272460938, 682.4537963867188]","[836.1206665039062, 688.8345336914062]","[727.6473999023438, 886.6386108398438]","[797.8359985351562, 893.0193481445312]","[721.2666625976562, 1052.5386962890625]","[919.0707397460938, 995.11181640625]"
"[814.7875366210938, 428.7415771484375]","[827.039306640625, 416.48980712890625]","[808.6615600585938, 422.61572265625]","[857.6687622070312, 422.61572265625]","[894.4242553710938, 434.86749267578125]","[845.4169921875, 496.1265869140625]","[912.8019409179688, 508.37835693359375]","[722.89892578125, 428.7415771484375]","[906.6760864257812, 422.61572265625]","[735.1506958007812, 275.593994140625]","[876.0465698242188, 330.7271728515625]","[771.9061889648438, 802.4217529296875]","[839.2910766601562, 802.4217529296875]","[722.89892578125, 1029.080078125]","[790.2838745117188, 1004.5765380859375]","[738.2136840820312, 1068.8984375]","[918.9279174804688, 1053.583740234375]"
"[813.5454711914062, 431.58477783203125]","[825.8597412109375, 419.2705078125]","[801.231201171875, 419.2705078125]","[862.8025512695312, 431.58477783203125]","[893.5883178710938, 431.58477783203125]","[838.1740112304688, 505.470458984375]","[918.216796875, 517.7847290039062]","[721.1884155273438, 419.2705078125]","[905.9025268554688, 425.42767333984375]","[739.6598510742188, 277.65631103515625]","[881.2739868164062, 326.9134521484375]","[776.6026000976562, 807.1702270507812]","[850.48828125, 801.0131225585938]","[727.3455200195312, 1028.8270263671875]","[795.0740356445312, 1016.5128784179688]","[736.5812377929688, 1068.8485107421875]","[773.5241088867188, 1068.8485107421875]"
"[810.4796752929688, 435.6966857910156]","[822.8333129882812, 423.3431091308594]","[804.3029174804688, 423.3431091308594]","[859.8939819335938, 435.6966857910156]","[896.9546508789062, 448.0502624511719]","[841.3635864257812, 503.64129638671875]","[915.4850463867188, 522.1716918945312]","[724.0046997070312, 423.3431091308594]","[903.1315307617188, 429.5198974609375]","[736.3583374023438, 275.10028076171875]","[878.4243774414062, 336.8681335449219]","[779.5957641601562, 812.4805908203125]","[853.7172241210938, 806.3037719726562]","[736.3583374023438, 1028.66796875]","[816.656494140625, 1010.1376953125]","[739.4467163085938, 1068.8170166015625]","[825.9216918945312, 1068.8170166015625]"
"[810.9807739257812, 436.73785400390625]","[823.3143920898438, 430.5710754394531]","[804.8140258789062, 424.404296875]","[854.1483154296875, 442.9046325683594]","[897.3157958984375, 449.0714416503906]","[835.64794921875, 510.7392578125]","[921.98291015625, 529.2395629882812]","[724.6458129882812, 424.404296875]","[903.4826049804688, 430.5710754394531]","[736.9794311523438, 276.4014892578125]","[878.8154296875, 331.90252685546875]","[780.1469116210938, 812.9116821289062]","[854.1483154296875, 806.744873046875]","[736.9794311523438, 1004.0819091796875]","[817.1475830078125, 997.9151611328125]","[727.729248046875, 1068.8330078125]","[814.064208984375, 1068.8330078125]"
"[811.6647338867188, 437.42724609375]","[823.9850463867188, 431.26702880859375]","[805.5045776367188, 425.10687255859375]","[854.785888671875, 443.58740234375]","[904.0671997070312, 449.74755859375]","[842.465576171875, 511.34918212890625]","[922.5476684570312, 529.8296508789062]","[725.4224853515625, 425.10687255859375]","[904.0671997070312, 431.26702880859375]","[737.7427978515625, 271.10284423828125]","[879.426513671875, 332.7044677734375]","[787.0241088867188, 819.3572387695312]","[854.785888671875, 813.1970825195312]","[737.7427978515625, 1004.1620483398438]","[823.9850463867188, 998.0018920898438]","[728.5025634765625, 1068.8436279296875]","[814.7448120117188, 1068.8436279296875]"
"[805.2225341796875, 444.7121276855469]","[823.8510131835938, 432.29315185546875]","[805.2225341796875, 432.29315185546875]","[854.8983764648438, 450.9216003417969]","[898.3646850585938, 450.9216003417969]","[842.4794311523438, 519.2258911132812]","[916.9932250976562, 531.6448364257812]","[724.4993286132812, 419.87420654296875]","[898.3646850585938, 432.29315185546875]","[743.1277465820312, 270.8466796875]","[879.7362670898438, 339.1509704589844]","[792.8035888671875, 817.2809448242188]","[861.1078491210938, 804.8619384765625]","[736.9182739257812, 1003.5652465820312]","[823.8510131835938, 1009.7747192382812]","[727.6040649414062, 1068.7646484375]","[826.9557495117188, 1068.7646484375]"
"[807.50146484375, 449.41314697265625]","[819.9502563476562, 436.96435546875]","[894.6431274414062, 349.82275390625]","[857.2966918945312, 449.41314697265625]","[900.8674926757812, 449.41314697265625]","[844.847900390625, 524.10595703125]","[925.7650756835938, 536.5547485351562]","[726.5842895507812, 418.2911376953125]","[900.8674926757812, 430.739990234375]","[739.0330810546875, 268.9055480957031]","[875.9698486328125, 331.1495666503906]","[795.0526733398438, 816.6527709960938]","[863.5210571289062, 804.2039794921875]","[732.8086547851562, 1009.609130859375]","[826.1746826171875, 1015.8335571289062]","[717.2476806640625, 1068.740966796875]","[829.286865234375, 1068.740966796875]"
"[809.3211669921875, 456.25762939453125]","[821.757568359375, 443.82122802734375]","[803.1029663085938, 437.60302734375]","[859.0668334960938, 456.25762939453125]","[896.3760375976562, 450.0394287109375]","[846.63037109375, 530.8760986328125]","[921.2488403320312, 537.0942993164062]","[734.7026977539062, 418.94842529296875]","[896.3760375976562, 425.16656494140625]","[747.1390991210938, 269.71142578125]","[877.721435546875, 331.89349365234375]","[803.1029663085938, 829.3499755859375]","[859.0668334960938, 816.91357421875]","[734.7026977539062, 1034.550537109375]","[827.9757690429688, 1034.550537109375]","[731.5935668945312, 1068.750732421875]","[852.8485717773438, 437.60302734375]"
"[811.16845703125, 463.87298583984375]","[829.78076171875, 451.4647216796875]","[811.16845703125, 457.6688232421875]","[860.8013305664062, 463.87298583984375]","[891.8218383789062, 451.4647216796875]","[848.3931274414062, 532.1181640625]","[922.8423461914062, 538.322265625]","[736.7191772460938, 420.4442138671875]","[891.8218383789062, 420.4442138671875]","[749.1273803710938, 265.34149169921875]","[885.6177368164062, 321.1784973144531]","[804.9642944335938, 829.915283203125]","[860.8013305664062, 817.507080078125]","[742.9232788085938, 1034.6507568359375]","[835.9849243164062, 1034.6507568359375]","[811.16845703125, 451.4647216796875]","[854.5972290039062, 439.0565185546875]"
"[816.1848754882812, 471.1929016113281]","[828.5703735351562, 452.6147155761719]","[816.1848754882812, 458.8074645996094]","[859.5339965820312, 465.00018310546875]","[896.6904296875, 452.6147155761719]","[847.1486206054688, 533.1202392578125]","[921.4613647460938, 545.5056762695312]","[748.0648803710938, 427.8437805175781]","[890.4977416992188, 421.65106201171875]","[748.0648803710938, 273.02545166015625]","[884.3049926757812, 328.7600402832031]","[809.9921875, 836.5641479492188]","[865.7267456054688, 824.1787109375]","[735.6793823242188, 1034.7314453125]","[828.5703735351562, 1040.9241943359375]","[822.3776245117188, 458.8074645996094]","[859.5339965820312, 458.8074645996094]"
"[811.3020629882812, 469.24945068359375]","[829.9396362304688, 456.8243713378906]","[811.3020629882812, 456.8243713378906]","[861.0023803710938, 469.24945068359375]","[898.2776489257812, 463.0368957519531]","[842.3648071289062, 537.5874633789062]","[923.1278686523438, 550.0125122070312]","[749.1765747070312, 425.7616271972656]","[885.8526000976562, 419.5491027832031]","[749.1765747070312, 270.4480285644531]","[879.6400146484375, 332.573486328125]","[811.3020629882812, 835.7896118164062]","[867.2149047851562, 835.7896118164062]","[736.7515258789062, 1034.5908203125]","[829.9396362304688, 1047.0159912109375]","[761.6016845703125, 276.66058349609375]","[854.7898559570312, 456.8243713378906]"
"[815.8171997070312, 473.4898376464844]","[834.3251953125, 461.1512145996094]","[815.8171997070312, 467.3205261230469]","[859.0025024414062, 473.4898376464844]","[896.0183715820312, 454.98187255859375]","[840.4945068359375, 541.3523559570312]","[920.6956176757812, 547.5216674804688]","[754.1240844726562, 424.13531494140625]","[889.8490600585938, 417.96600341796875]","[747.9547729492188, 269.9023132324219]","[883.6797485351562, 325.42620849609375]","[809.6478881835938, 849.8182983398438]","[871.3411254882812, 843.6489868164062]","[735.6160888671875, 1041.067138671875]","[828.1558837890625, 1047.236328125]","[815.8171997070312, 473.4898376464844]","[859.0025024414062, 461.1512145996094]"
"[813.292724609375, 475.1378173828125]","[825.5977783203125, 456.68023681640625]","[813.292724609375, 468.98529052734375]","[856.3604125976562, 475.1378173828125]","[893.2754516601562, 456.68023681640625]","[844.0553588867188, 542.8154907226562]","[917.8855590820312, 555.12060546875]","[751.7675170898438, 425.9176025390625]","[887.1229858398438, 419.76513671875]","[751.7675170898438, 272.1046142578125]","[880.970458984375, 327.477294921875]","[807.1401977539062, 850.4415283203125]","[874.8179321289062, 844.2890014648438]","[739.4624633789062, 1035.01708984375]","[831.7503051757812, 1041.16943359375]","[745.614990234375, 259.799560546875]","[828.6740112304688, 1068.8558349609375]"
"[812.3809204101562, 477.7951965332031]","[824.6317749023438, 465.5443420410156]","[812.3809204101562, 465.5443420410156]","[855.2589111328125, 483.9206237792969]","[898.1369018554688, 477.7951965332031]","[843.008056640625, 545.1749267578125]","[916.5132446289062, 557.4258422851562]","[751.1265869140625, 422.66632080078125]","[892.0115356445312, 428.791748046875]","[751.1265869140625, 269.530517578125]","[885.8860473632812, 330.78485107421875]","[812.3809204101562, 863.6973876953125]","[873.6351928710938, 851.446533203125]","[745.0011596679688, 1035.2093505859375]","[830.7572021484375, 1041.3348388671875]","[827.6945190429688, 1068.899169921875]","[827.6945190429688, 1068.899169921875]"
"[814.62646484375, 483.10406494140625]","[826.8941040039062, 470.8363952636719]","[814.62646484375, 464.7025451660156]","[857.5632934570312, 489.2379150390625]","[894.3663940429688, 476.97021484375]","[839.1618041992188, 550.5762939453125]","[918.9017944335938, 556.7101440429688]","[753.2880249023438, 427.8995056152344]","[888.2326049804688, 427.8995056152344]","[753.2880249023438, 268.41961669921875]","[882.0986938476562, 329.7580261230469]","[814.62646484375, 863.4022216796875]","[875.96484375, 857.2683715820312]","[747.1542358398438, 1035.149658203125]","[845.295654296875, 1041.283447265625]","[744.0872802734375, 1068.8857421875]","[829.9610595703125, 1068.8857421875]"
"[810.8533325195312, 484.4734191894531]","[823.0927734375, 478.3536682128906]","[810.8533325195312, 466.11419677734375]","[853.6914672851562, 490.5931701660156]","[896.5296020507812, 478.3536682128906]","[835.332275390625, 545.6708374023438]","[908.7691040039062, 557.9103393554688]","[755.775634765625, 429.3957824707031]","[890.409912109375, 423.2760314941406]","[749.6559448242188, 270.28253173828125]","[884.2901611328125, 325.3601989746094]","[804.7335815429688, 870.0169067382812]","[872.0506591796875, 857.7775268554688]","[755.775634765625, 1041.3695068359375]","[841.4519653320312, 1047.4892578125]","[740.476318359375, 1068.9083251953125]","[826.1526489257812, 1068.9083251953125]"
"[806.9895629882812, 483.70452880859375]","[819.2448120117188, 477.5768737792969]","[806.9895629882812, 471.44921875]","[849.8831176757812, 489.83221435546875]","[892.7766723632812, 483.70452880859375]","[831.5001831054688, 544.9811401367188]","[911.1597290039062, 563.3640747070312]","[751.8406372070312, 422.4279479980469]","[892.7766723632812, 428.55560302734375]","[751.8406372070312, 269.2365417480469]","[886.6491088867188, 324.3854675292969]","[806.9895629882812, 869.7469482421875]","[868.26611328125, 857.4915771484375]","[757.9683227539062, 1035.193603515625]","[831.5001831054688, 1047.4488525390625]","[822.3086547851562, 1068.8956298828125]","[834.5640258789062, 1068.8956298828125]"
"[804.3787231445312, 483.0841369628906]","[822.59326171875, 464.8695983886719]","[798.3071899414062, 464.8695983886719]","[846.8793334960938, 483.0841369628906]","[889.3799438476562, 483.0841369628906]","[828.6647338867188, 549.870849609375]","[907.5945434570312, 568.0853881835938]","[749.7350463867188, 428.4404602050781]","[889.3799438476562, 434.5119934082031]","[749.7350463867188, 270.58099365234375]","[883.3084106445312, 331.2961730957031]","[810.4501953125, 877.7327880859375]","[871.1654052734375, 871.6612548828125]","[755.8065795898438, 1047.7352294921875]","[828.6647338867188, 1053.8067626953125]","[746.6992797851562, 1068.9854736328125]","[843.8435668945312, 1068.9854736328125]"
"[805.09521484375, 481.7113037109375]","[817.3915405273438, 475.5631103515625]","[805.09521484375, 469.4149475097656]","[841.9843139648438, 487.8594665527344]","[885.0216064453125, 481.7113037109375]","[829.6879272460938, 549.3413696289062]","[903.4661254882812, 561.6376342773438]","[749.7615356445312, 426.3776550292969]","[885.0216064453125, 426.3776550292969]","[749.7615356445312, 272.67303466796875]","[885.0216064453125, 328.0067138671875]","[811.243408203125, 869.0469360351562]","[866.5770874023438, 856.7505493164062]","[762.0579223632812, 1047.3441162109375]","[835.8361206054688, 1053.4923095703125]","[811.243408203125, 469.4149475097656]","[832.7620239257812, 1068.86279296875]"
