±Ç×Ó,ÓÒÑÛ,×óÑÛ,ÓÒ¶ú,×ó¶ú,ÓÒ¼ç,×ó¼ç,ÓÒÖâ,×óÖâ,ÓÒÊÖ,×óÊÖ,ÓÒ¿è,×ó¿è,ÓÒÏ¥¸Ç,×óÏ¥¸Ç,ÓÒ½Åõ×,×ó½Åõ×
"[387.05718994140625, 270.44024658203125]","[401.3429260253906, 256.154541015625]","[365.6286315917969, 256.154541015625]","[422.77154541015625, 270.44024658203125]","[337.05712890625, 277.5831298828125]","[465.6287841796875, 399.01190185546875]","[301.3427734375, 391.8690185546875]","[522.7716674804688, 513.2977905273438]","[208.48548889160156, 484.726318359375]","[622.7718505859375, 549.0121459960938]","[101.34245300292969, 449.011962890625]","[437.05731201171875, 649.0123291015625]","[329.9142761230469, 649.0123291015625]","[444.20013427734375, 841.8697509765625]","[329.9142761230469, 841.8697509765625]","[437.05731201171875, 1034.72705078125]","[337.05712890625, 1041.869873046875]"
"[386.8927917480469, 294.295654296875]","[401.0942077636719, 280.09423828125]","[365.5906677246094, 280.09423828125]","[422.3963317871094, 308.4970703125]","[337.18780517578125, 308.4970703125]","[465.0005798339844, 429.20916748046875]","[294.58355712890625, 422.10845947265625]","[528.9070434570312, 535.7198486328125]","[202.27430725097656, 507.3169860839844]","[628.3169555664062, 549.9212646484375]","[95.76364135742188, 464.71270751953125]","[436.5977478027344, 663.5326538085938]","[322.98638916015625, 663.5326538085938]","[450.7991638183594, 862.3524780273438]","[330.0871276855469, 862.3524780273438]","[436.5977478027344, 1046.9708251953125]","[337.18780517578125, 1054.071533203125]"
"[386.1883239746094, 319.07574462890625]","[400.0284729003906, 305.235595703125]","[372.34814453125, 305.235595703125]","[427.70880126953125, 325.995849609375]","[337.7477722167969, 332.9158935546875]","[469.2292785644531, 450.5572509765625]","[296.2273254394531, 443.63714599609375]","[538.4299926757812, 554.3583984375]","[199.3462371826172, 519.7579956054688]","[649.1511840820312, 554.3583984375]","[95.54505920410156, 478.237548828125]","[434.6288757324219, 685.83984375]","[323.9076232910156, 685.83984375]","[462.3091125488281, 886.5220947265625]","[330.82769775390625, 872.6819458007812]","[434.6288757324219, 1052.603759765625]","[337.7477722167969, 1059.52392578125]"
"[393.0387268066406, 335.1245422363281]","[406.8504638671875, 321.31280517578125]","[372.3211669921875, 321.31280517578125]","[427.5680236816406, 342.0303955078125]","[337.7918701171875, 342.0303955078125]","[462.0973205566406, 459.42999267578125]","[296.3567199707031, 452.524169921875]","[538.0618286132812, 556.1119995117188]","[213.4864044189453, 528.4885864257812]","[648.5554809570312, 569.9237670898438]","[109.89849853515625, 500.86517333984375]","[434.4739074707031, 701.1350708007812]","[323.9801330566406, 694.2291870117188]","[462.0973205566406, 894.4990844726562]","[330.8860168457031, 894.4990844726562]","[427.5680236816406, 1060.2396240234375]","[337.7918701171875, 1060.2396240234375]"
"[386.10260009765625, 322.83880615234375]","[399.89874267578125, 309.0426025390625]","[372.3064270019531, 309.0426025390625]","[420.5930480957031, 329.73687744140625]","[337.8159484863281, 336.635009765625]","[461.9815979003906, 453.9025573730469]","[296.4273986816406, 440.10638427734375]","[537.8606567382812, 543.5777587890625]","[220.54835510253906, 522.8834838867188]","[641.3319702148438, 584.96630859375]","[117.07698059082031, 509.0873107910156]","[434.3892517089844, 695.3357543945312]","[324.019775390625, 688.4376831054688]","[461.9815979003906, 888.4823608398438]","[324.019775390625, 881.5842895507812]","[427.4911193847656, 1054.036376953125]","[337.8159484863281, 1054.036376953125]"
"[387.96337890625, 304.43365478515625]","[402.71380615234375, 289.6832275390625]","[365.83770751953125, 289.6832275390625]","[417.4642333984375, 311.8088684082031]","[336.3368225097656, 311.8088684082031]","[461.71551513671875, 429.8123779296875]","[292.08551025390625, 422.4371643066406]","[528.092529296875, 525.6902465820312]","[225.7085418701172, 510.9397888183594]","[616.5950927734375, 592.0671997070312]","[137.20591735839844, 510.9397888183594]","[432.21466064453125, 673.1945190429688]","[321.58636474609375, 673.1945190429688]","[454.34033203125, 864.9502563476562]","[328.96160888671875, 864.9502563476562]","[432.21466064453125, 1049.3306884765625]","[336.3368225097656, 1049.3306884765625]"
"[380.8446960449219, 271.0491638183594]","[395.7720642089844, 263.5854797363281]","[365.9173583984375, 256.1217956542969]","[418.1631164550781, 285.9765319824219]","[336.0626220703125, 278.5128173828125]","[455.4815368652344, 397.9317626953125]","[291.2805480957031, 390.46807861328125]","[522.6546020507812, 509.8869934082031]","[231.57106018066406, 487.4959411621094]","[582.3640747070312, 591.9874877929688]","[149.47056579589844, 509.8869934082031]","[425.6268005371094, 659.16064453125]","[321.1352844238281, 659.16064453125]","[440.5541687011719, 860.6799926757812]","[328.59893798828125, 860.6799926757812]","[433.0904846191406, 1039.808349609375]","[336.0626220703125, 1047.27197265625]"
"[379.34539794921875, 256.64434814453125]","[394.48187255859375, 241.5078582763672]","[356.6407165527344, 241.5078582763672]","[417.18658447265625, 256.64434814453125]","[326.3677673339844, 264.21258544921875]","[462.59600830078125, 377.736083984375]","[288.526611328125, 370.1678466796875]","[508.00537109375, 498.8277587890625]","[235.5489959716797, 476.12310791015625]","[560.9830322265625, 597.21484375]","[159.8666534423828, 513.9642333984375]","[424.75482177734375, 635.0560302734375]","[318.799560546875, 627.4877319335938]","[432.32305908203125, 831.8300170898438]","[326.3677673339844, 831.8300170898438]","[424.75482177734375, 1028.60400390625]","[333.93603515625, 1021.0358276367188]"
"[377.15277099609375, 244.80787658691406]","[392.48028564453125, 221.81661987304688]","[354.16156005859375, 229.48036193847656]","[415.47149658203125, 244.80787658691406]","[323.50653076171875, 244.80787658691406]","[453.790283203125, 359.7641296386719]","[292.8515319824219, 359.7641296386719]","[499.77276611328125, 490.04791259765625]","[239.2052764892578, 474.7204284667969]","[545.7553100585938, 589.6765747070312]","[154.9040069580078, 513.0391235351562]","[423.13525390625, 605.0042114257812]","[315.8428039550781, 605.0042114257812]","[423.13525390625, 796.5978393554688]","[323.50653076171875, 788.9341430664062]","[415.47149658203125, 988.1917114257812]","[331.1702880859375, 988.1917114257812]"
"[373.9200744628906, 228.09072875976562]","[388.5097351074219, 213.5010986328125]","[352.0356140136719, 213.5010986328125]","[410.3941955566406, 235.38555908203125]","[322.8563232421875, 242.68038940429688]","[454.1631774902344, 352.102783203125]","[286.3822326660156, 344.80792236328125]","[490.6372985839844, 483.4095458984375]","[242.61326599121094, 461.52508544921875]","[527.1113891601562, 585.537109375]","[147.7805633544922, 512.5888671875]","[417.6890563964844, 592.8319091796875]","[315.5614929199219, 592.8319091796875]","[424.9838562011719, 782.4973754882812]","[322.8563232421875, 775.2025146484375]","[410.3941955566406, 964.867919921875]","[330.1511535644531, 964.867919921875]"
"[366.63885498046875, 226.7132110595703]","[381.22369384765625, 212.1283416748047]","[352.0539855957031, 212.1283416748047]","[410.3934326171875, 226.7132110595703]","[322.88421630859375, 234.00564575195312]","[454.14801025390625, 350.68463134765625]","[286.42205810546875, 343.3921813964844]","[483.31781005859375, 481.94842529296875]","[235.37498474121094, 460.0711364746094]","[527.0723876953125, 576.7501220703125]","[147.8657684326172, 503.8257751464844]","[417.68585205078125, 591.3349609375]","[315.5917663574219, 584.0425415039062]","[424.978271484375, 788.230712890625]","[315.5917663574219, 773.6458740234375]","[395.80859375, 970.54150390625]","[330.1766357421875, 955.9566650390625]"
"[367.6165771484375, 224.27682495117188]","[382.10137939453125, 209.79197692871094]","[353.13177490234375, 209.79197692871094]","[411.071044921875, 231.51922607421875]","[324.1620788574219, 238.76165771484375]","[454.52557373046875, 347.39788818359375]","[287.95001220703125, 347.39788818359375]","[483.4952392578125, 485.0037841796875]","[237.2530975341797, 463.27655029296875]","[526.94970703125, 579.1552124023438]","[143.10169982910156, 499.4886474609375]","[418.3134765625, 593.6400756835938]","[309.6772766113281, 586.3976440429688]","[418.3134765625, 781.9428100585938]","[316.9196472167969, 774.7003784179688]","[396.58624267578125, 955.7607421875]","[324.1620788574219, 955.7607421875]"
"[369.0059814453125, 230.59500122070312]","[384.40679931640625, 222.8946075439453]","[345.9048156738281, 222.8946075439453]","[407.50799560546875, 238.29541015625]","[322.80364990234375, 245.9958038330078]","[446.010009765625, 353.8013916015625]","[284.3016357421875, 353.8013916015625]","[484.511962890625, 492.4085388183594]","[230.3988494873047, 469.30731201171875]","[538.4147338867188, 577.1128540039062]","[130.29368591308594, 484.7081604003906]","[415.2083740234375, 607.9144897460938]","[315.103271484375, 600.2140502929688]","[422.90875244140625, 800.4243774414062]","[315.103271484375, 792.7240600585938]","[392.10723876953125, 977.5335083007812]","[315.103271484375, 977.5335083007812]"
"[364.042724609375, 244.5867462158203]","[379.34228515625, 229.2871856689453]","[348.7431335449219, 229.2871856689453]","[409.94140625, 252.2365264892578]","[318.1440124511719, 259.8863220214844]","[448.19036865234375, 374.6330871582031]","[279.89508056640625, 366.9833068847656]","[486.43927001953125, 497.0296325683594]","[226.34657287597656, 474.080322265625]","[555.2872924804688, 581.1773071289062]","[126.89939880371094, 481.7300720214844]","[417.59124755859375, 619.4262084960938]","[318.1440124511719, 611.7764282226562]","[417.59124755859375, 810.6707763671875]","[310.4942626953125, 803.02099609375]","[394.641845703125, 994.265625]","[310.4942626953125, 994.265625]"
"[365.76763916015625, 258.8565979003906]","[380.3622741699219, 244.2619171142578]","[343.8756408691406, 244.2619171142578]","[402.2543029785156, 266.1539306640625]","[321.9836120605469, 273.4512634277344]","[446.03826904296875, 390.2086181640625]","[278.1996154785156, 382.9112854003906]","[489.822265625, 514.2632446289062]","[219.82093811035156, 492.3712463378906]","[562.7955932617188, 587.2366333007812]","[117.65827941894531, 477.776611328125]","[416.84893798828125, 631.0205688476562]","[307.38897705078125, 623.7232055664062]","[416.84893798828125, 835.3458862304688]","[300.0916442871094, 828.0485229492188]","[402.2543029785156, 1017.7791137695312]","[300.0916442871094, 1025.076416015625]"
"[365.7977294921875, 277.0712890625]","[380.45928955078125, 262.4096984863281]","[343.8053894042969, 269.740478515625]","[402.45166015625, 299.0636291503906]","[314.48223876953125, 299.0636291503906]","[446.4364013671875, 416.3562316894531]","[277.8282775878906, 401.6946716308594]","[497.75189208984375, 533.6488647460938]","[211.85118103027344, 511.6565246582031]","[578.3905639648438, 592.2951049804688]","[116.55091857910156, 482.3333435058594]","[409.78240966796875, 650.9414672851562]","[299.8206787109375, 650.9414672851562]","[417.11322021484375, 856.2034301757812]","[299.8206787109375, 848.8727416992188]","[402.45166015625, 1046.8038330078125]","[299.8206787109375, 1039.47314453125]"
"[365.59625244140625, 301.28350830078125]","[379.8100280761719, 294.1766052246094]","[344.2755432128906, 294.1766052246094]","[401.1307373046875, 322.60418701171875]","[315.84796142578125, 322.60418701171875]","[443.77215576171875, 443.4215087890625]","[273.20654296875, 429.20770263671875]","[500.6273193359375, 550.0249633789062]","[209.2444305419922, 528.7042846679688]","[593.0170288085938, 599.7732543945312]","[116.854736328125, 486.0628967285156]","[408.23760986328125, 670.84228515625]","[301.6341552734375, 663.7354125976562]","[415.34454345703125, 869.83544921875]","[294.5272216796875, 869.83544921875]","[394.0238342285156, 1047.5078125]","[294.5272216796875, 1047.5078125]"
"[358.4913635253906, 312.93048095703125]","[379.750732421875, 305.84405517578125]","[344.3184509277344, 305.84405517578125]","[401.0101623535156, 334.18988037109375]","[315.9726257324219, 334.18988037109375]","[436.4424133300781, 454.65972900390625]","[273.4538269042969, 440.48681640625]","[500.2206115722656, 560.9567260742188]","[209.67564392089844, 532.61083984375]","[599.4310913085938, 603.4754638671875]","[117.55162048339844, 504.2650146484375]","[408.0965881347656, 695.5994873046875]","[294.7132263183594, 688.5130004882812]","[422.2695617675781, 879.8475341796875]","[280.540283203125, 879.8475341796875]","[393.9236755371094, 1049.9224853515625]","[294.7132263183594, 1049.9224853515625]"
"[365.4184875488281, 310.22674560546875]","[379.2373352050781, 296.40789794921875]","[344.6902160644531, 296.40789794921875]","[399.9656066894531, 337.86444091796875]","[317.0525207519531, 337.86444091796875]","[434.5127258300781, 448.41522216796875]","[275.5959777832031, 434.59637451171875]","[503.6069030761719, 558.9660034179688]","[213.41114807128906, 531.3283081054688]","[593.4293823242188, 607.3319702148438]","[123.58865356445312, 503.69061279296875]","[406.8750305175781, 683.3355712890625]","[296.3242492675781, 683.3355712890625]","[413.7844543457031, 883.7088623046875]","[282.5054016113281, 876.7994384765625]","[393.0561828613281, 1049.534912109375]","[296.3242492675781, 1049.534912109375]"
"[365.5445861816406, 285.613037109375]","[379.6435546875, 278.56353759765625]","[344.39605712890625, 278.56353759765625]","[400.7920837402344, 313.81103515625]","[316.1980285644531, 313.81103515625]","[436.0395812988281, 433.65264892578125]","[273.9010009765625, 412.504150390625]","[499.4851379394531, 539.3952026367188]","[217.5049591064453, 518.2467651367188]","[577.0297241210938, 609.8903198242188]","[132.91085815429688, 518.2467651367188]","[407.84161376953125, 666.2863159179688]","[295.0495300292969, 659.2367553710938]","[407.84161376953125, 863.6725463867188]","[288.0, 856.6229858398438]","[393.7425842285156, 1046.9595947265625]","[295.0495300292969, 1046.9595947265625]"
"[365.4921569824219, 261.00238037109375]","[379.4747009277344, 254.01109313964844]","[344.518310546875, 254.01109313964844]","[400.44854736328125, 288.96746826171875]","[316.5532531738281, 295.958740234375]","[435.4048767089844, 400.827880859375]","[274.6055908203125, 386.8453369140625]","[498.3263854980469, 512.6882934570312]","[225.6666717529297, 491.71441650390625]","[568.2390747070312, 603.5748291015625]","[148.76263427734375, 512.6882934570312]","[400.44854736328125, 638.53125]","[295.5794372558594, 631.5399780273438]","[400.44854736328125, 848.2694702148438]","[288.588134765625, 848.2694702148438]","[393.457275390625, 1037.03369140625]","[295.5794372558594, 1030.04248046875]"
"[361.3677978515625, 252.45533752441406]","[383.0815734863281, 245.21743774414062]","[346.89202880859375, 245.21743774414062]","[404.7953186035156, 274.1690673828125]","[317.94036865234375, 274.1690673828125]","[433.7469177246094, 382.73773193359375]","[274.5129089355469, 368.2619323730469]","[484.4122619628906, 498.5442810058594]","[223.84751892089844, 476.83056640625]","[549.5535278320312, 592.6371459960938]","[144.2305145263672, 520.258056640625]","[404.7953186035156, 614.3508911132812]","[296.2266540527344, 614.3508911132812]","[397.5573425292969, 817.0123901367188]","[296.2266540527344, 817.0123901367188]","[390.3194580078125, 1012.4358520507812]","[296.2266540527344, 1005.1979370117188]"
"[369.6752014160156, 242.5073699951172]","[377.021484375, 227.81471252441406]","[347.63623046875, 227.81471252441406]","[399.0604553222656, 257.20001220703125]","[318.25091552734375, 264.54632568359375]","[443.1383972167969, 367.39483642578125]","[274.1730041503906, 360.04852294921875]","[487.2162780761719, 499.628662109375]","[230.0950469970703, 477.58966064453125]","[538.6405639648438, 587.7845458984375]","[149.28553771972656, 521.6676025390625]","[406.4067687988281, 617.1697998046875]","[296.2119445800781, 617.1697998046875]","[391.7141418457031, 793.4815063476562]","[296.2119445800781, 793.4815063476562]","[384.3678283691406, 977.1395263671875]","[303.55828857421875, 977.1395263671875]"
"[361.832763671875, 230.028076171875]","[376.6300964355469, 222.62939453125]","[347.03533935546875, 222.62939453125]","[398.8262023925781, 252.2241668701172]","[317.4405822753906, 252.2241668701172]","[443.2183532714844, 363.20458984375]","[273.0484313964844, 355.805908203125]","[480.2118225097656, 488.98236083984375]","[228.65626525878906, 474.18499755859375]","[539.4013061523438, 577.7666625976562]","[139.87196350097656, 518.5770874023438]","[406.2248840332031, 614.7601318359375]","[302.6432189941406, 614.7601318359375]","[398.8262023925781, 792.3287353515625]","[302.6432189941406, 784.9300537109375]","[376.6300964355469, 962.4987182617188]","[302.6432189941406, 969.8973388671875]"
"[360.5968017578125, 229.24131774902344]","[375.30645751953125, 221.88648986816406]","[345.88714599609375, 221.88648986816406]","[397.3709716796875, 251.3058319091797]","[316.4678649902344, 258.6606750488281]","[441.5, 361.6282958984375]","[272.3388671875, 354.27349853515625]","[478.27410888671875, 486.66046142578125]","[228.20985412597656, 471.9507751464844]","[537.11279296875, 574.9183959960938]","[139.95188903808594, 508.72491455078125]","[404.725830078125, 611.6925659179688]","[301.7581787109375, 604.3377075195312]","[397.3709716796875, 788.2085571289062]","[301.7581787109375, 773.4988403320312]","[375.30645751953125, 957.3696899414062]","[309.113037109375, 964.7244262695312]"
"[363.4497375488281, 234.1199951171875]","[378.1258239746094, 226.7819366455078]","[348.7736511230469, 226.7819366455078]","[400.1399841308594, 256.1341857910156]","[312.0833740234375, 256.1341857910156]","[436.8302917480469, 366.20501708984375]","[275.3930969238281, 358.8669738769531]","[480.8586120605469, 490.95196533203125]","[224.0266876220703, 476.27581787109375]","[539.5630493164062, 579.0086669921875]","[143.3080596923828, 505.6280822753906]","[407.4781188964844, 615.6989135742188]","[304.7452697753906, 608.36083984375]","[392.8019714355469, 791.812255859375]","[304.7452697753906, 777.1361083984375]","[378.1258239746094, 960.5875244140625]","[304.7452697753906, 967.925537109375]"
"[362.5302429199219, 248.00047302246094]","[376.9623718261719, 233.56829833984375]","[340.8819274902344, 233.56829833984375]","[398.61065673828125, 262.43267822265625]","[312.017578125, 269.64874267578125]","[441.9071350097656, 377.8900451660156]","[275.93719482421875, 370.6739807128906]","[485.2036437988281, 500.5635070800781]","[225.42454528808594, 478.91522216796875]","[550.1484985351562, 579.9404907226562]","[131.61544799804688, 500.5635070800781]","[405.8266906738281, 616.0209350585938]","[297.58544921875, 608.8047485351562]","[398.61065673828125, 796.4230346679688]","[304.801513671875, 789.2069702148438]","[384.178466796875, 969.6090698242188]","[304.801513671875, 984.0411987304688]"
"[358.50341796875, 256.72650146484375]","[379.4004821777344, 249.7607879638672]","[344.57208251953125, 249.7607879638672]","[400.29754638671875, 277.62353515625]","[316.7093200683594, 284.5892333984375]","[435.12603759765625, 396.0402526855469]","[274.9151916503906, 382.10888671875]","[483.8858642578125, 514.4569702148438]","[226.1553497314453, 493.55987548828125]","[560.5084228515625, 584.1138305664062]","[128.63572692871094, 500.5255432128906]","[400.29754638671875, 618.9421997070312]","[302.7779235839844, 611.9766235351562]","[400.29754638671875, 800.0501098632812]","[302.7779235839844, 793.0844116210938]","[393.3318786621094, 981.1580200195312]","[309.7436218261719, 995.0892944335938]"
"[365.1314392089844, 276.4774169921875]","[378.3124694824219, 263.29638671875]","[345.3599548339844, 269.88690185546875]","[404.6744689941406, 302.83941650390625]","[318.99798583984375, 302.83941650390625]","[437.626953125, 414.87786865234375]","[279.4549865722656, 401.6968994140625]","[490.3509216308594, 526.9163208007812]","[220.14048767089844, 507.14483642578125]","[569.4369506835938, 592.8213500976562]","[127.87350463867188, 493.9638671875]","[404.6744689941406, 632.3643188476562]","[299.2264709472656, 625.7738037109375]","[404.6744689941406, 823.4888305664062]","[299.2264709472656, 816.8983154296875]","[391.49346923828125, 1008.0226440429688]","[305.8169860839844, 1014.6131591796875]"
"[365.24072265625, 294.53973388671875]","[378.6645812988281, 287.82781982421875]","[345.10498046875, 287.82781982421875]","[405.5122985839844, 321.3874206542969]","[318.25726318359375, 328.099365234375]","[439.0719299316406, 442.20208740234375]","[277.9857177734375, 428.77825927734375]","[492.7673034667969, 549.5928955078125]","[217.57838439941406, 529.4570922851562]","[580.0222778320312, 596.5763549804688]","[130.32334899902344, 495.8974914550781]","[405.5122985839844, 650.2717895507812]","[298.1214904785156, 643.559814453125]","[412.2242126464844, 844.9176025390625]","[298.1214904785156, 838.2056884765625]","[392.0884094238281, 1019.4276123046875]","[304.8334045410156, 1026.139404296875]"
"[365.1601257324219, 314.59423828125]","[385.02716064453125, 307.9718933105469]","[351.9154357910156, 307.9718933105469]","[404.8941650390625, 341.0835876464844]","[325.4261169433594, 341.0835876464844]","[438.0058288574219, 453.663330078125]","[279.0697326660156, 447.041015625]","[497.60687255859375, 559.6207275390625]","[219.4687042236328, 539.7537231445312]","[583.697265625, 612.5994262695312]","[133.3782958984375, 506.64202880859375]","[404.8941650390625, 678.8228149414062]","[298.936767578125, 672.200439453125]","[418.1388244628906, 857.6259155273438]","[298.936767578125, 857.6259155273438]","[391.64947509765625, 1029.8065185546875]","[312.1814270019531, 1029.8065185546875]"
"[364.9417419433594, 332.9233093261719]","[384.080810546875, 326.5436096191406]","[352.182373046875, 326.5436096191406]","[403.2198791503906, 352.0623474121094]","[326.66363525390625, 352.0623474121094]","[441.4979553222656, 466.89666748046875]","[282.005859375, 454.1372985839844]","[505.2947692871094, 568.9716186523438]","[224.5886688232422, 543.452880859375]","[581.8510131835938, 626.3887939453125]","[141.65277099609375, 524.3138427734375]","[409.59954833984375, 690.1856079101562]","[301.1448974609375, 690.1856079101562]","[422.35888671875, 868.8167724609375]","[301.1448974609375, 875.1964721679688]","[390.4604797363281, 1028.308837890625]","[307.5245666503906, 1028.308837890625]"
